Keyword,Page URL,LOCKED,Status,Action,Clicks,Position,Match Score,AI Score,Source,Redirect Processed,Keyword Replaced
old money home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,PENDING,538,5.8,50%,69.2,AI Suggestion,,
old money home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,DONE,LINK,107,6.1,50%,68.9,AI Suggestion,,
old money home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,DONE,LINK,288,6.4,50%,68.6,AI Suggestion,,
grey walls,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,KEEP,728,5,100%,95,AI Suggestion,,
grey walls,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,LOCKED,DONE,TO_OPTIMIZE,213,5.7,100%,94.3,AI Suggestion,,
grey walls,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,AI Suggestion,,
grey walls,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-decor-ideas-for-large-walls-to-transform-your-space,,DONE,LINK,49,7.9,50%,51.8,AI Suggestion,,
grey walls,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-nature-inspired-art-can-transform-your-walls,,DONE,LINK,30,9.8,50%,44.1,AI Suggestion,,
grey walls,https://aboutwallart.com/products/prints-for-office-walls-set-of-3-wall-art-prints?pr_prod_strat=e5_desc&pr_rec_id=4e4b39515&pr_rec_pid=8167993966878&pr_ref_pid=8167996358942&pr_seq=uniform,,DONE,LINK,1,1.9,50%,43.4,AI Suggestion,,
grey walls,https://aboutwallart.com/products/bedroom-decor-for-walls-set-of-3-wall-art-prints?pr_prod_strat=pinned&pr_rec_id=72afe9385&pr_rec_pid=8167977812254&pr_ref_pid=8167976173854&pr_seq=uniform,,DONE,LINK,1,2.1,50%,43.2,AI Suggestion,,
grey walls,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-decorate-with-greige-colours-the-blend-of-grey-beige,,PENDING,PENDING,21,8.8,50%,42.5,AI Suggestion,,
grey walls,https://aboutwallart.com/blogs/home-decor-inspiration/do-beige-and-grey-go-together,,PENDING,PENDING,1,2.9,50%,42.4,AI Suggestion,,
grey walls,https://aboutwallart.com/products/bedroom-wall-picture-set-of-3-prints-for-bedroom-walls,,PENDING,PENDING,11,6.3,50%,42,AI Suggestion,,
set of 3 wall art for living room,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,KEEP,198,7.8,83%,83.8,AI Suggestion,,
set of 3 wall art for living room,https://aboutwallart.com/products/floral-large-wall-prints-for-a-living-room-set-of-3-wall-art-prints,LOCKED,DONE,TO_OPTIMIZE,64,9.1,100%,80.1,AI Suggestion,,
set of 3 wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,67%,78,AI Suggestion,,
set of 3 wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,67%,74.9,AI Suggestion,,
set of 3 wall art for living room,https://aboutwallart.com/products/wall-art-for-large-living-room-wall-set-of-3-floral-wall-art-prints,,DONE,REPURPOSE,30,8.2,100%,70.8,AI Suggestion,,
set of 3 wall art for living room,https://aboutwallart.com/products/art-wall-for-living-room-set-of-3-wall-art-prints?pr_prod_strat=e5_desc&pr_rec_id=fbc83ae13&pr_rec_pid=8167993245982&pr_ref_pid=8167997440286&pr_seq=uniform,,DONE,LINK,7,1.7,100%,70.4,AI Suggestion,,
set of 3 wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,PENDING,PENDING,213,5.7,50%,69.3,AI Suggestion,,
set of 3 wall art for living room,https://aboutwallart.com/products/Framed-prints-living-room-set-of-3-framed-wall-art?pr_prod_strat=pinned&pr_rec_id=f88259ac0&pr_rec_pid=8168006418718&pr_ref_pid=8168006713630&pr_seq=uniform,,DONE,LINK,1,1,100%,69.3,AI Suggestion,,
set of 3 wall art for living room,https://aboutwallart.com/products/large-living-room-pictures-set-of-3-wall-art-prints,,PENDING,PENDING,47,6.6,83%,69.2,AI Suggestion,,
set of 3 wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,PENDING,538,5.8,50%,69.2,AI Suggestion,,
small bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,DONE,LOCKED_TO_OTHER_KEYWORD,242,5.3,100%,94.7,AI Suggestion,,
small bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,DONE,LOCKED_TO_OTHER_KEYWORD,139,6.5,80%,83.5,AI Suggestion,,
small bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,DONE,LOCKED_TO_OTHER_KEYWORD,225,8.4,80%,81.6,AI Suggestion,,
small bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,DONE,LOCKED_TO_OTHER_KEYWORD,107,6.1,60%,73.9,AI Suggestion,,
small bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,DONE,REPURPOSE,288,6.4,60%,73.6,AI Suggestion,,
small bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/masculine-home-decor-stylish-ideas-to-elevate-any-modern-space,,DONE,LOCKED_TO_OTHER_KEYWORD,145,7.2,60%,72.8,AI Suggestion,,
small bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/art-for-offices-inspiring-ideas-for-every-workspace,,DONE,LOCKED_TO_OTHER_KEYWORD,101,7.8,60%,72.2,AI Suggestion,,
small bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/small-studio-apartment-decor-10-genius-tips-and-hacks,,DONE,LOCKED_TO_OTHER_KEYWORD,98,7.2,60%,72.2,AI Suggestion,,
small bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/toilet-decor-ideas-to-instantly-upgrade-a-small-bathroom,,DONE,LOCKED_TO_OTHER_KEYWORD,9,8.1,100%,64.6,AI Suggestion,,
small bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/top-8-hallway-art-ideas-to-transform-your-space,,DONE,REPURPOSE,75,8.7,60%,63.8,AI Suggestion,,
islamic wall art uk,https://aboutwallart.com/collections/wall-islamic-art,,DONE,LOCKED_TO_OTHER_KEYWORD,102,11.4,100%,88.6,AI Suggestion,,
islamic wall art uk,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,DONE,LOCKED_TO_OTHER_KEYWORD,1489,2.8,67%,80.5,AI Suggestion,,
islamic wall art uk,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,DONE,LOCKED_TO_OTHER_KEYWORD,1362,4.3,67%,79.1,AI Suggestion,,
islamic wall art uk,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,DONE,LOCKED_TO_OTHER_KEYWORD,728,5,67%,78.3,AI Suggestion,,
islamic wall art uk,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,DONE,LOCKED_TO_OTHER_KEYWORD,242,5.3,67%,78,AI Suggestion,,
islamic wall art uk,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,DONE,LOCKED_TO_OTHER_KEYWORD,213,5.7,67%,77.6,AI Suggestion,,
islamic wall art uk,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,DONE,LOCKED_TO_OTHER_KEYWORD,538,5.8,67%,77.5,AI Suggestion,,
islamic wall art uk,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,DONE,LOCKED_TO_OTHER_KEYWORD,107,6.1,67%,77.2,AI Suggestion,,
islamic wall art uk,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,DONE,LOCKED_TO_OTHER_KEYWORD,299,6.4,67%,77,AI Suggestion,,
islamic wall art uk,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,DONE,REPURPOSE,288,6.4,67%,76.9,AI Suggestion,,
masculine decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/masculine-home-decor-stylish-ideas-to-elevate-any-modern-space,LOCKED,DONE,TO_OPTIMIZE,145,7.2,100%,92.8,AI Suggestion,,
masculine decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,DONE,LINK,1489,2.8,50%,72.2,AI Suggestion,,
masculine decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,AI Suggestion,,
masculine decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,AI Suggestion,,
masculine decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,50%,69.7,AI Suggestion,,
masculine decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,PENDING,LINK,213,5.7,50%,69.3,AI Suggestion,,
masculine decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,PENDING,538,5.8,50%,69.2,AI Suggestion,,
masculine decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,DONE,LINK,107,6.1,50%,68.9,AI Suggestion,,
masculine decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,PENDING,299,6.4,50%,68.6,AI Suggestion,,
masculine decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,DONE,LINK,288,6.4,50%,68.6,AI Suggestion,,
moisture resistant art for bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,KEEP,242,5.3,60%,74.7,AI Suggestion,,
moisture resistant art for bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,60%,74.2,AI Suggestion,,
moisture resistant art for bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,60%,71.6,AI Suggestion,,
moisture resistant art for bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-wall-decor-ideas-for-spa-like-spaces,LOCKED,DONE,TO_OPTIMIZE,26,8.1,60%,49.7,AI Suggestion,,
moisture resistant art for bathroom,https://aboutwallart.com/products/bathroom-artwork-prints-set-of-3-framed-wall-art-prints?pr_prod_strat=pinned&pr_rec_id=2502a320f&pr_rec_pid=8167972241694&pr_ref_pid=8167972897054&pr_seq=uniform,,DONE,LINK,2,1,60%,49.6,AI Suggestion,,
moisture resistant art for bathroom,https://aboutwallart.com/products/framed-art-for-bathroom-set-of-3-green-botanical-wall-art?variant=47153193156894,,DONE,LINK,1,1.1,60%,49.2,AI Suggestion,,
moisture resistant art for bathroom,https://aboutwallart.com/products/art-prints-for-the-bathroom-set-of-3-wall-art-prints?pr_prod_strat=e5_desc&pr_rec_id=2d9082061&pr_rec_pid=8167974273310&pr_ref_pid=8167974076702&pr_seq=uniform,,DONE,LINK,1,1.2,60%,49.1,AI Suggestion,,
moisture resistant art for bathroom,https://aboutwallart.com/products/modern-bathroom-wall-decor-ideas-set-of-3-wall-art-prints?pr_prod_strat=e5_desc&pr_rec_id=0793c8f3f&pr_rec_pid=8517977899294&pr_ref_pid=8807650459934&pr_seq=uniform,,DONE,LINK,1,1.2,60%,49.1,AI Suggestion,,
moisture resistant art for bathroom,https://aboutwallart.com/products/art-for-a-bathrooms-set-of-3-framed-wall-art?pr_prod_strat=e5_desc&pr_rec_id=2d9082061&pr_rec_pid=8566718071070&pr_ref_pid=8167974076702&pr_seq=uniform,,PENDING,PENDING,1,1.3,60%,49,AI Suggestion,,
moisture resistant art for bathroom,https://aboutwallart.com/products/art-prints-for-the-bathroom-set-of-3-wall-art-prints?pr_prod_strat=pinned&pr_rec_id=7cfe23379&pr_rec_pid=8167974273310&pr_ref_pid=9013683388702&pr_seq=uniform,,PENDING,PENDING,2,1.8,60%,48.8,AI Suggestion,,
write for us + home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,DONE,DELETED,242,5.3,75%,82.2,AI Suggestion,,
write for us + home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,DONE,DELETED,213,5.7,75%,81.8,AI Suggestion,,
write for us + home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,DONE,DELETED,288,6.4,75%,81.1,AI Suggestion,,
write for us + home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/the-case-for-empty-spaces-when-less-truly-is-more,,DONE,DELETED,102,6.5,75%,81,AI Suggestion,,
write for us + home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/art-for-offices-inspiring-ideas-for-every-workspace,,DONE,DELETED,101,7.8,75%,79.7,AI Suggestion,,
write for us + home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,DONE,DELETED,225,8.4,75%,79.1,AI Suggestion,,
write for us + home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/determining-what-frame-size-do-i-need-for-my-space,,DONE,DELETED,200,9.1,75%,78.4,AI Suggestion,,
write for us + home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-hang-wall-art-for-stairs-without-a-straight-wall,,DONE,DELETED,84,6.8,75%,76,AI Suggestion,,
write for us + home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decor-for-nursery-wall-that-stimulates-without-overwhelming,,DONE,DELETED,76,7.8,75%,72.5,AI Suggestion,,
write for us + home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,DONE,DELETED,1489,2.8,50%,72.2,AI Suggestion,,
home decor ideas thehometrotters,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,DONE,DELETED,242,5.3,75%,82.2,AI Suggestion,,
home decor ideas thehometrotters,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,DONE,DELETED,107,6.1,75%,81.4,AI Suggestion,,
home decor ideas thehometrotters,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,DONE,DELETED,288,6.4,75%,81.1,AI Suggestion,,
home decor ideas thehometrotters,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,DONE,DELETED,139,6.5,75%,81,AI Suggestion,,
home decor ideas thehometrotters,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/masculine-home-decor-stylish-ideas-to-elevate-any-modern-space,,DONE,DELETED,145,7.2,75%,80.3,AI Suggestion,,
home decor ideas thehometrotters,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/art-for-offices-inspiring-ideas-for-every-workspace,,DONE,DELETED,101,7.8,75%,79.7,AI Suggestion,,
home decor ideas thehometrotters,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,DONE,DELETED,225,8.4,75%,79.1,AI Suggestion,,
home decor ideas thehometrotters,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,DONE,DELETED,1489,2.8,50%,72.2,AI Suggestion,,
home decor ideas thehometrotters,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/top-8-hallway-art-ideas-to-transform-your-space,,DONE,DELETED,75,8.7,75%,71.3,AI Suggestion,,
home decor ideas thehometrotters,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,DONE,DELETED,1362,4.3,50%,70.7,AI Suggestion,,
kitchen wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,KEEP,242,5.3,75%,82.2,AI Suggestion,,
kitchen wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,DONE,LINK,107,6.1,75%,81.4,AI Suggestion,,
kitchen wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,DONE,LINK,288,6.4,75%,81.1,AI Suggestion,,
kitchen wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,PENDING,LINK,139,6.5,75%,81,AI Suggestion,,
kitchen wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/masculine-home-decor-stylish-ideas-to-elevate-any-modern-space,,PENDING,LINK,145,7.2,75%,80.3,AI Suggestion,,
kitchen wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/art-for-offices-inspiring-ideas-for-every-workspace,,PENDING,PENDING,101,7.8,75%,79.7,AI Suggestion,,
kitchen wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,PENDING,225,8.4,75%,79.1,AI Suggestion,,
kitchen wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/quirky-kitchen-wall-art-ideas-for-fun-lived-in-spaces,,PENDING,PENDING,51,9.3,100%,76,AI Suggestion,,
