No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
769,painting for sale uk,480,21,2,$0.83,100,60,https://abstracthouse.com/collections/original-art
770,painting online buy,480,31,1,$2.23,100,86,https://abstracthouse.com/collections/original-art
771,mid century modern art,480,4,31,$0.88,100,31,https://abstracthouse.com/collections/mid-century-modern-art
772,what size is a5 frame,480,41,1,$0.26,100,19,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
773,art for gallery walls,480,21,2,$0.76,100,49,https://abstracthouse.com/collections/gallery-wall-art
774,wall art set of two,480,5,77,$0.49,100,28,https://abstracthouse.com/collections/set-of-two-prints
775,rothko painting,480,50,1,$0.48,100,51,https://abstracthouse.com/blogs/inspiration/mark-rothko-the-history-of-the-master-of-abstract-art
776,sofa painting,590,27,1,$0.64,100,39,https://abstracthouse.com/collections/art-for-your-living-room
777,framed pictures for living room,480,18,2,$0.68,100,40,https://abstracthouse.com/pages/art-prints-posters
778,frame design wall,480,38,1,$0.38,100,51,https://abstracthouse.com/
779,how to measure for a picture frame,480,25,2,$0.59,77,36,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
780,neutrals art,480,21,2,$0.65,100,29,https://abstracthouse.com/products/subtle-neutral-tones-gallery-wall-art
781,kitchen canvas wall art,480,20,2,$0.48,100,43,https://abstracthouse.com/collections/art-for-your-kitchen
782,art work for home,480,74,1,$0.88,100,81,https://abstracthouse.com/pages/art-prints-posters
783,black framed prints,480,19,2,$0.56,100,23,https://abstracthouse.com/collections/abstract-art-prints/black
784,contemporary art prints,480,58,1,$0.81,100,48,https://abstracthouse.com/collections/abstract-art-prints
785,small art wall,480,65,1,$0.31,100,54,https://abstracthouse.com/
786,blue abstract paintings,480,2,145,$1.29,100,39,https://abstracthouse.com/collections/abstract-art-prints/blue
787,famous art abstract,590,93,1,$0.43,90,54,https://abstracthouse.com/collections/abstract-art-prints
788,art landscape prints,480,38,1,$0.94,100,40,https://abstracthouse.com/collections/landscape-photography
789,big wall art,480,10,9,$0.60,100,44,https://abstracthouse.com/collections/extra-large-wall-art
790,gallery wall art,480,9,16,$0.76,100,48,https://abstracthouse.com/collections/gallery-wall-art
791,artwork framed canvas,480,6,22,$0.75,100,31,https://abstracthouse.com/collections/canvas-prints
792,artwork sales,590,48,1,$1.04,100,72,https://abstracthouse.com/collections/original-art
793,canvas paintings abstract,480,3,46,$0.65,100,33,https://abstracthouse.com/collections/abstract-art-prints
794,paintings for sale in uk,480,50,1,$1.73,100,66,https://abstracthouse.com/
795,artwork lines,480,21,1,$2.09,22,53,https://abstracthouse.com/blogs/inspiration/everything-you-need-to-know-about-line-art
796,big paintings for living room,480,29,1,$0.49,100,41,https://abstracthouse.com/collections/extra-large-wall-art
797,art buy uk,480,30,1,$1.05,100,79,https://abstracthouse.com/
798,large abstract painting,480,3,145,$0.89,100,33,https://abstracthouse.com/collections/extra-large-wall-art
799,a3 size frame in cm,480,23,1,$0.31,100,19,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
800,acrylic abstract artwork,480,46,1,$0.41,100,32,https://abstracthouse.com/collections/abstract-art-prints
801,unique wall art living room,480,36,1,$0.50,100,45,https://abstracthouse.com/
802,black and white wall art prints,480,19,2,$0.58,100,32,https://abstracthouse.com/collections/black-white-art-prints
803,uk art for sale,480,34,1,$0.99,100,72,https://abstracthouse.com/collections/original-art
804,posters for house,480,85,1,$0.57,100,78,https://abstracthouse.com/pages/art-prints-posters
805,abstract painting blue,480,2,145,$0.87,100,36,https://abstracthouse.com/collections/abstract-art-prints/blue
806,abstract wall art living room,480,3,77,$0.68,100,37,https://abstracthouse.com/collections/abstract-art-prints
807,pictures art,480,57,1,$0.56,100,58,https://abstracthouse.com/
808,abstract painting by famous artists,480,96,1,$0.34,99,37,https://abstracthouse.com/collections/original-art
809,art pictures house,480,21,2,$0,1,41,https://abstracthouse.com/pages/art-prints-posters
810,art for sale uk,480,62,1,$1.05,100,78,https://abstracthouse.com/collections/original-art
811,rothko art,480,48,1,$0.65,100,50,https://abstracthouse.com/blogs/inspiration/mark-rothko-the-history-of-the-master-of-abstract-art
812,landscape painting prints,480,97,1,$0.94,100,26,https://abstracthouse.com/collections/landscape-photography
813,brown prints,480,11,9,$0.47,94,29,https://abstracthouse.com/collections/abstract-art-prints/brown
814,framed canvas art,480,14,5,$0.77,100,35,https://abstracthouse.com/collections/canvas-prints
815,set of two wall art,480,12,7,$0.45,100,31,https://abstracthouse.com/collections/set-of-two-prints
816,large canvas frames,480,50,1,$0.69,100,30,https://abstracthouse.com/collections/large-canvas-prints
817,black frame prints,480,21,2,$0.53,100,29,https://abstracthouse.com/collections/abstract-art-prints/black
818,black framed print,480,31,1,$0.56,100,29,https://abstracthouse.com/collections/abstract-art-prints/black
819,landscape painting print,480,46,1,$0.71,100,22,https://abstracthouse.com/collections/landscape-photography
820,large abstract art,320,4,77,$0.75,100,51,https://abstracthouse.com/collections/extra-large-wall-art
821,wall art canvas kitchen,480,16,3,$0.48,100,38,https://abstracthouse.com/collections/art-for-your-kitchen
822,set of 2 wall art,480,11,7,$0.45,100,31,https://abstracthouse.com/collections/set-of-two-prints
823,abstract art canvas paintings,480,4,46,$0.46,100,24,https://abstracthouse.com/collections/canvas-prints
824,30x40 in inches,480,20,2,$0.33,24,20,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
825,abstract wall art for living room,480,3,77,$0.68,100,37,https://abstracthouse.com/collections/abstract-art-prints
826,abstract paintings on canvas,480,11,12,$0.46,100,40,https://abstracthouse.com/collections/abstract-art-prints
827,framed picture for living room,480,31,1,$0.68,100,41,https://abstracthouse.com/pages/art-prints-posters
828,artworks for home,480,47,1,$1.09,100,81,https://abstracthouse.com/collections/abstract-art-prints
829,paintings cost,590,24,2,$1.69,44,58,https://abstracthouse.com/collections/original-art
830,abstract art meaning,480,41,1,$0,1,53,https://abstracthouse.com/blogs/art-101/what-is-abstract-art
831,monochrome art,480,13,7,$0.41,93,33,https://abstracthouse.com/collections/black-white-art-prints
832,gallery art walls,480,9,9,$0.70,100,49,https://abstracthouse.com/collections/gallery-wall-art
833,how to measure for picture frame,480,36,1,$0.43,75,36,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
834,wall art canvas for kitchen,480,20,2,$0.48,100,26,https://abstracthouse.com/collections/art-for-your-kitchen
835,buy uk art,480,47,1,$1.55,100,80,https://abstracthouse.com/
836,large living room art,480,6,22,$0.99,100,37,https://abstracthouse.com/collections/extra-large-wall-art
837,large framed canvas,480,13,7,$0.60,100,50,https://abstracthouse.com/collections/large-canvas-prints
838,a3 frame size in cm,480,30,1,$0.52,100,19,https://abstracthouse.com/blogs/how-to-guides/photo-frame-size-guide-what-size-picture-frame-do-i-need
839,famous abstract art pieces,590,97,1,$0.43,90,36,https://abstracthouse.com/collections/original-art
840,abstract painting on canvas,480,3,145,$0.62,100,27,https://abstracthouse.com/collections/abstract-art-prints
841,abstract blue art,480,2,145,$0.87,100,33,https://abstracthouse.com/collections/abstract-art-prints/blue
842,gallery wall artwork,480,21,1,$0.76,100,38,https://abstracthouse.com/collections/gallery-wall-art
843,large abstract paintings,320,5,46,$0.68,100,29,https://abstracthouse.com/collections/extra-large-wall-art
844,posters of nature,390,68,1,$1.04,99,29,https://abstracthouse.com/collections/nature-art-prints
845,art for home,480,10,5,$1.27,100,79,https://abstracthouse.com/
846,art sale uk,480,59,1,$1.15,100,79,https://abstracthouse.com/collections/original-art
847,blue abstract artwork,480,3,145,$1.29,100,32,https://abstracthouse.com/collections/abstract-art-prints/blue
848,popular abstract art,590,12,7,$0.43,90,56,https://abstracthouse.com/collections/bestseller
849,unique wall art for living room,480,28,1,$0.50,100,53,https://abstracthouse.com/
850,famous abstract art paintings,480,98,1,$0.34,99,39,https://abstracthouse.com/collections/original-art
851,abstract artwork famous,590,104,1,$0.43,90,51,https://abstracthouse.com/collections/original-art
852,abstract blue artwork,480,2,145,$1.29,100,25,https://abstracthouse.com/collections/abstract-art-prints/blue
853,wall art sets of 2,480,1,145,$0.49,100,31,https://abstracthouse.com/collections/set-of-two-prints
854,paintings for sale uk,480,24,1,$0.83,100,68,https://abstracthouse.com/collections/original-art
855,paintings uk sale,480,33,1,$0.99,100,58,https://abstracthouse.com/collections/original-art
856,artwork line,480,25,1,$2.09,22,59,https://abstracthouse.com/collections/line-art
857,print limited edition,590,36,1,$1.33,100,30,https://abstracthouse.com/collections/limited-edition-prints
858,abstract art in blue,480,2,145,$1.29,100,32,https://abstracthouse.com/collections/abstract-art-prints/blue
859,abstract art paintings on canvas,480,4,46,$0.65,100,35,https://abstracthouse.com/collections/abstract-art-prints
860,modern artistic paintings,590,108,1,$1.20,100,62,https://abstracthouse.com/collections/contemporary-prints
861,arts line,590,39,1,$0.73,26,38,https://abstracthouse.com/blogs/inspiration/everything-you-need-to-know-about-line-art
862,big painting for living room,480,4,77,$0.69,100,49,https://abstracthouse.com/collections/extra-large-wall-art
863,popular abstract artwork,590,9,16,$0.43,90,51,https://abstracthouse.com/collections/bestseller
864,landscape prints art,480,31,1,$0.71,100,27,https://abstracthouse.com/collections/landscape-photography
865,famous abstract art painting,590,95,1,$0.43,90,41,https://abstracthouse.com/collections/original-art
866,frame canvas artwork,480,20,2,$0.75,100,43,https://abstracthouse.com/collections/large-canvas-prints
867,famous paintings abstract,590,84,1,$0.43,90,35,https://abstracthouse.com/collections/original-art
868,prints limited edition,480,34,1,$1.37,100,19,https://abstracthouse.com/collections/limited-edition-prints
869,house posters,480,51,1,$0.30,96,53,https://abstracthouse.com/
870,artwork for home,480,23,1,$1.08,100,63,https://abstracthouse.com/
871,insert photo frame,480,92,1,$0.72,100,40,https://abstracthouse.com/blogs/how-to-guides/how-to-put-pictures-and-art-in-a-picture-frame
872,black and white wall art print,480,31,1,$0.77,100,38,https://abstracthouse.com/collections/black-white-art-prints
873,neutral artwork,480,13,7,$0.65,100,32,https://abstracthouse.com/collections/neutral-art-prints
874,abstract art blue,480,3,145,$1.29,100,32,https://abstracthouse.com/collections/abstract-art-prints/blue
875,abstract paintings famous,480,101,1,$0.34,99,35,https://abstracthouse.com/collections/original-art
876,large artwork for living room,480,2,77,$0.99,100,40,https://abstracthouse.com/collections/extra-large-wall-art
877,large painting for living room,480,2,77,$0.69,100,48,https://abstracthouse.com/collections/extra-large-wall-art
878,colorful art,480,45,1,$0.48,100,32,https://abstracthouse.com/collections/bright-and-colourful-wall-art
879,kitchen wall art canvas,480,7,22,$0.48,100,33,https://abstracthouse.com/collections/art-for-your-kitchen
880,staging to sell a home,480,93,0,$3.66,17,17,https://abstracthouse.com/blogs/inspiration/home-staging-how-to-add-value-when-selling-your-property
881,line definition in art,390,44,0,$0,1,40,https://abstracthouse.com/blogs/inspiration/everything-you-need-to-know-about-line-art
882,line in art,390,41,0,$0,1,59,https://abstracthouse.com/blogs/inspiration/everything-you-need-to-know-about-line-art
883,define a line in art,390,70,0,$0,1,49,https://abstracthouse.com/blogs/inspiration/everything-you-need-to-know-about-line-art
884,contemporary art canvas prints,480,9,5,$0.61,100,28,https://abstracthouse.com/collections/canvas-prints
885,wall art canvas pictures,390,14,3,$1.01,100,45,https://abstracthouse.com/collections/canvas-prints
886,wall art on red wall,390,4,37,$0.33,100,30,https://abstracthouse.com/collections/red-wall-art
887,wall art with frame,390,51,0,$0.55,100,55,https://abstracthouse.com/pages/art-prints-posters
888,sets of three pictures,390,7,18,$0.37,100,31,https://abstracthouse.com/collections/set-of-three-prints
889,abstract art on sale,480,2,118,$0.87,100,38,https://abstracthouse.com/collections/original-art
890,abstract art paintings for sale,480,1,118,$0.87,100,33,https://abstracthouse.com/collections/original-art
891,art prints and paintings,390,36,0,$1.06,100,69,https://abstracthouse.com/
892,lines art drawing,390,5,63,$0.49,76,55,https://abstracthouse.com/collections/line-art
893,abstract paintings geometric,390,3,63,$0.32,100,29,https://abstracthouse.com/collections/geometric-wall-art
894,original paintings for sale uk,390,18,1,$0.66,100,46,https://abstracthouse.com/collections/original-art
895,modern canvas prints,480,31,0,$0.73,100,28,https://abstracthouse.com/collections/abstract-art-prints
896,modern art in canvas,390,7,18,$0.67,100,44,https://abstracthouse.com/collections/canvas-prints
897,luxurious painting,390,26,1,$1.94,100,57,https://abstracthouse.com/
898,oil paintings for sale uk,390,43,0,$0.66,100,24,https://abstracthouse.com/collections/original-art
899,definition of line in art,390,44,0,$0,1,44,https://abstracthouse.com/blogs/inspiration/everything-you-need-to-know-about-line-art
900,how to hang wall art without nails,390,21,1,$0.25,100,28,https://abstracthouse.com/blogs/inspiration/how-to-hang-a-gallery-wall-without-nails
901,art prints buy,390,111,0,$2.48,100,75,https://abstracthouse.com/
902,modern art canvas prints,390,3,37,$0.67,100,32,https://abstracthouse.com/collections/canvas-prints
903,modern artwork canvas,390,12,5,$0.67,100,37,https://abstracthouse.com/collections/canvas-prints
904,wall art for frames,390,46,0,$0.73,100,69,https://abstracthouse.com/
